id;fecha;importe;TIPO_PAGO;CONCEPTO;id_poliza;id_compania;NRO_RECIBO;fechaVencimiento
415;14/04/2008;129;P;CUOTA 7;153;;7
416;06/05/2008;129;P;CUOTA 8;153;;8
417;04/01/2008;237,44;P;CUOTA 4;306;;4
418;28/02/2008;237,44;P;CUOTA 5;306;;5
419;27/03/2008;237,44;P;CUOTA 6;306;;6
420;20/01/2008;40,87;P;CUOTA 4;246;;4
421;12/02/2008;40,87;P;CUOTA 5;246;;5
422;25/02/2008;40,87;P;CUOTA 6;246;;6
423;27/03/2008;40,87;P;CUOTA 7;246;;7
424;29/04/2008;40,87;P;CUOTA 8;246;;8
425;14/01/2008;132,14;P;CUOTA 2;262;;2
426;13/02/2008;132,14;P;CUOTA 3;262;;3
427;28/03/2008;132,14;P;CUOTA 4;262;;4
428;23/04/2008;132,14;P;CUOTA 5;262;;5
429;23/04/2008;132,14;P;CUOTA 6;262;;6
430;18/01/2008;110;P;CUOTA 7;264;;7
431;04/02/2008;110;P;CUOTA 8;264;;8
432;27/02/2008;110;P;cuota 9;264;;9
657;22/05/2008;105,07;P;CUOTA 1;419;;1
658;20/06/2008;105;P;CUOTA 2;419;;2
659;17/06/2008;429,64999;P;CUOTA 1;420;;1
660;17/06/2008;120;P;CUOTA 1;421;;1
661;23/06/2008;229,8;P;CUOTA 1;422;;1
662;05/05/2008;219;P;CUOTA 1;423;;1
663;04/06/2008;222,50999;P;CUOTA 2;423;;2
664;24/06/2008;220;P;CUOTA 3;423;;3
665;04/06/2008;90,03;P;CUOTA 1;425;;1
666;23/06/2008;880;P;CUOTA 2;425;;2
667;22/05/2008;151;P;CUOTA 1;426;;1
668;10/06/2008;143,5;P;CUOTA 1;427;;1
669;05/06/2008;88;P;CUOTA 1;428;;1
670;09/06/2008;150;P;CUOTA 2;426;;2
671;15/05/2008;88;P;CUOTA 1;429;;1
672;10/06/2008;90,03;P;CUOTA 2;429;;2
673;20/05/2008;112,7;P;CUOTA 4;30;;4
674;21/06/2008;112,7;P;CUOTA 5;30;;5
675;28/05/2008;88,02;P;CUOTA 9;45;;9
676;27/06/2008;88,02;P;CUOTA 10;45;;10
677;05/06/2008;123,4;P;cuota 1;452;;1
678;29/05/2008;78,4;P;CUOTA 3;48;;3
679;30/06/2008;78,4;P;CUOTA 4;48;;4
680;30/05/2008;139;P;CUOTA 4;44;;4
681;30/06/2008;139;P;CUOTA 5;44;;5
682;26/05/2008;77,3;P;CUOTA 5;77;;5
683;26/06/2008;77,3;P;CUOTA 6;77;;6
684;28/05/2008;162;P;CUOTA 1;458;;1
685;25/06/2008;137;P;CUOTA 2;458;;2
686;26/05/2008;96,59;P;CUOTA 2;14;;2
